,Artist,URL
416,[Ghetts],[https://genius.com/Ghetts]
417,[Young Chris],[https://genius.com/Y0ungChr1s]
418,[Aloe Blacc],[https://genius.com/AloeBlacc]
419,[Samuel Johnson],[https://genius.com/Samuel_Johnson]
420,[Colette Carr],[https://genius.com/ColetteCrazy]
421,[Peter Rosenberg],[https://genius.com/Rosenbergradio]
422,[Copywrite],[https://genius.com/THEREALCOPYWRITE]
423,[Dierks Bentley],[https://genius.com/DierksBentley]
424,[Hichkas],[https://genius.com/Hichkas]
425,[Xis],[https://genius.com/Xis]
426,[Shania Twain],[https://genius.com/ShaniaTwain]
427,[One-Eyed Doll],[https://genius.com/OneEyedDoll]
428,[Love And Theft],[https://genius.com/LoveAndTheft]
429,[Sigma],[https://genius.com/SigmaOfficial]
430,[Gorgon City],[https://genius.com/GorgonCity]
431,[Alan Jackson],[https://genius.com/AlanJackson]
432,[Herbie Hancock],[https://genius.com/herbiehancock]
433,[ASF],[https://genius.com/ASF_Bende]
434,[Foreign Beggars],[https://genius.com/ForeignBeggars]
435,[The Bird and the Bee],[https://genius.com/TheBirdAndTheBee]
436,[Foxygen],[https://genius.com/Jonathanrado]
437,[MC Lyte],[https://genius.com/MCLyte]
438,[Cloud Nothings],[https://genius.com/Cloudnothings]
439,[Ashley Monroe],[https://genius.com/AshleyMonroe]
440,[Larry Fisherman],[https://genius.com/LarryFisherman]
441,[Rah Digga],[https://genius.com/RahDigga]
442,[PARRI$ Goebel],[https://genius.com/ParrisGoebel]
443,[Dot Rotten],[https://genius.com/ItsDotRotten]
444,[Heure du crime],[https://genius.com/Louis_White]
445,[Mothers],[https://genius.com/mothers]
446,[Interscope Records],[https://genius.com/Interscope]
447,[Hillary Clinton],[https://genius.com/HillaryClinton]
448,[ACLU],[https://genius.com/ACLU]
449,[Ashley Campbell],[https://genius.com/AshleyCampbellOfficial]
450,[Shyne],[https://genius.com/Shyne]
451,[Jamie N Commons],[https://genius.com/JamieNCommons]
452,[ABC News],[https://genius.com/ABCNews]
453,[Sway UK],[https://genius.com/SwayUK]
454,[Love & The Outcome],[https://genius.com/LoveAndTheOutcome]
455,[Filipe Ret],[https://genius.com/FilipeRet]
456,[Balaji Srinivasan],[https://genius.com/balajis]
457,[Daniel Rossen],[https://genius.com/DanielRossen]
458,[Speak],[https://genius.com/Speak]
459,[Swenz],[https://genius.com/Swenz]
460,[Slash],[https://genius.com/Slash]
461,[Titan],[https://genius.com/titanMtp]
462,[DeStorm],[https://genius.com/DestormPower]
463,[Barack Obama],[https://genius.com/barackobama]
464,[Tao Lin],[https://genius.com/tao_lin]
465,[Just Blaze],[https://genius.com/JustBlaze]
466,[Black Alien],[https://genius.com/blackalienofficial]
467,[Jeff Chang],[https://genius.com/Zentronix]
468,[Billboard],[https://genius.com/Billboard]
469,[Sap],[https://genius.com/TheRealSap]
470,[Genius x Spotify],[https://genius.com/GeniusSpotify]
471,[L.O.A.S],[https://genius.com/Eloi_S]
472,[Raheem DeVaughn],[https://genius.com/RaheemDeVaughn]
473,[R.J. Wheaton],[https://genius.com/rjwheaton]
474,[The Airplane Boys],[https://genius.com/theairplaneboys]
475,[LUTHECK],[https://genius.com/Lutheck]
476,[Sasha Go Hard],[https://genius.com/SashaGoHard]
477,[Mr. Len],[https://genius.com/Mr_Len]
478,[Nardo Ranks],[https://genius.com/NardoRanks]
479,[Drop City Yacht Club],[https://genius.com/dropcityyachtclub]
480,[Chuck Strangers],[https://genius.com/Chuck_Strangers]
481,[The White House],[https://genius.com/whitehouse]
482,[MC Rene],[https://genius.com/MCRENE]
483,[A.G.],[https://genius.com/AG]
484,[Christopher Emdin],[https://genius.com/ChrisEmdin]
485,[Teddy Riley],[https://genius.com/TeddyRiley]
486,[Family Force 5],[https://genius.com/FamilyForce5]
487,[9th Wonder],[https://genius.com/9thWonder]
488,[Alexis Ohanian],[https://genius.com/kn0thing]
489,[Trevor Moran],[https://genius.com/TrevorMoran]
490,[The Source],[https://genius.com/TheSourceMag]
491,[Ronald Isley],[https://genius.com/RonIsley]
492,[John Wesley],[https://genius.com/John_Wesley]
493,[Mannie Fresh],[https://genius.com/Djmanniefresh]
494,[Lavokato],[https://genius.com/OtaKOAVL]
495,[Christopher Schroeder],[https://genius.com/schroeder]
496,[Milk Dee],[https://genius.com/MilkDee]
497,[Paul Graham],[https://genius.com/pg]
498,[Umar Bin Hassan],[https://genius.com/hankhuling]
499,[Murda Mook],[https://genius.com/MurdaMook]
500,[Xperience],[https://genius.com/XP]
501,[Aaron Cohen],[https://genius.com/AaronC1]
502,[Spencer Madsen],[https://genius.com/spencermadsen]
503,[Moufy],[https://genius.com/Moufy617]
504,[Lena Dunham],[https://genius.com/LenaDunham]
505,[Grand Daddy I.U.],[https://genius.com/GrandDaddyIU]
506,[Baba Brinkman],[https://genius.com/BabaBrinkman]
507,[Jordan Castro],[https://genius.com/jordan_castro]
508,[Ash],[https://genius.com/TimWheeler1977]
509,[Chase N. Cashe],[https://genius.com/ChaseNCashe]
510,[Michael Chabon],[https://genius.com/Vanzorn]
511,[R.L.],[https://genius.com/RLOfNext]
512,[Douglas Wolk],[https://genius.com/DouglasWolk]
513,[Meredith Graves],[https://genius.com/gravesmeredith]
514,[Fab 5 Freddy],[https://genius.com/FAB5FREDDY]
515,[Cathy Davidson],[https://genius.com/CathyNDavidson]
